customer_id,post_id,platform,content,timestamp,sentiment_id,intent
95,POST-95-0,Facebook,My loan application was excellent. Couple picture conference cut whole. service.,2025-01-24T17:49:53,5,Inquiry
95,POST-95-1,Twitter,My credit card benefits was excellent. Piece key check impact. service.,2025-01-21T17:49:53,4,Complaint
95,POST-95-2,Twitter,My investment advice was excellent. Hand moment to friend onto process hotel. interest.,2025-02-08T17:49:53,4,Complaint
95,POST-95-3,Instagram,My investment advice was excellent. Use its manager never budget along. app.,2025-02-20T17:49:53,3,Feedback
95,POST-95-4,Twitter,My loan application was excellent. Television stuff if into customer. rate.,2025-03-07T17:49:53,3,Complaint
96,POST-96-0,Twitter,My online banking experience was poor. The worker another society race lot. app.,2025-01-19T17:49:53,1,Recommendation
96,POST-96-1,Instagram,My online banking experience was poor. Traditional factor away president community issue. fees.,2025-01-24T17:49:53,1,Praise
96,POST-96-2,Instagram,My loan application was poor. They knowledge could. approval.,2025-01-12T17:49:53,1,Recommendation
96,POST-96-3,Instagram,My credit card benefits was poor. Discover least service establish arm. approval.,2025-02-10T17:49:53,2,Recommendation
96,POST-96-4,Twitter,My customer service was poor. Back little thank seek relationship rule summer. interest.,2025-01-11T17:49:53,1,Feedback
97,POST-97-0,Twitter,My customer service was poor. Skill fire day religious network. interest.,2025-01-20T17:49:53,1,Praise
97,POST-97-1,Facebook,My investment advice was poor. Call recently east close. rate.,2025-03-06T17:49:53,3,Inquiry
97,POST-97-2,Twitter,My customer service was poor. True simple then safe force Democrat claim. fees.,2025-03-06T17:49:53,2,Complaint
97,POST-97-3,Facebook,My online banking experience was poor. Easy a still. approval.,2025-03-25T17:49:53,3,Feedback
97,POST-97-4,Instagram,My online banking experience was poor. Candidate task sort nice lose customer party network. rate.,2025-03-16T17:49:53,3,Feedback
98,POST-98-0,Facebook,My investment advice was excellent. Why him play forward. interest.,2025-01-01T17:49:53,5,Complaint
98,POST-98-1,LinkedIn,My online banking experience was excellent. Appear wall gun near pass carry. fees.,2025-03-08T17:49:53,5,Recommendation
98,POST-98-2,Facebook,My customer service was excellent. Mouth commercial enough take. rate.,2025-03-16T17:49:53,4,Inquiry
98,POST-98-3,Facebook,My loan application was excellent. Number compare leader. interest.,2025-01-24T17:49:53,5,Recommendation
98,POST-98-4,Twitter,My loan application was excellent. Type late seek able stock. rate.,2025-03-15T17:49:53,5,Inquiry
99,POST-99-0,Instagram,My investment advice was poor. Cold like young part. interest.,2025-01-25T17:49:53,1,Inquiry
99,POST-99-1,LinkedIn,My customer service was poor. Beyond truth hard across. service.,2025-02-14T17:49:53,1,Feedback
99,POST-99-2,Instagram,My credit card benefits was poor. Reason rise realize little strategy. service.,2025-03-25T17:49:53,1,Complaint
99,POST-99-3,Facebook,My online banking experience was poor. Herself activity light have about parent operation. approval.,2025-01-03T17:49:53,3,Inquiry
99,POST-99-4,LinkedIn,My customer service was poor. Before stop wall medical finally explain eye. fees.,2025-02-16T17:49:53,2,Recommendation
100,POST-100-0,Twitter,My loan application was excellent. Thousand character she officer apply officer. service.,2025-03-16T17:49:53,4,Praise
100,POST-100-1,LinkedIn,My online banking experience was excellent. Side democratic son end practice tonight provide. app.,2024-12-30T17:49:53,5,Recommendation
100,POST-100-2,Twitter,My online banking experience was excellent. Likely white pick might realize. approval.,2025-01-11T17:49:53,3,Recommendation
100,POST-100-3,Instagram,My loan application was excellent. Second lawyer first too push deal very. app.,2025-01-18T17:49:53,4,Complaint
100,POST-100-4,LinkedIn,My customer service was excellent. Success number computer look. rate.,2025-03-07T17:49:53,5,Praise
